"股票代码","股票简称","高管姓名","高管职务","高管薪酬","高管性别","高管国籍","高管学历","高管毕业学校"
"000418.SZ","小天鹅A","周斯秀","董事会秘书","1267600.0","女","中国","硕士","不详"
"000418.SZ","小天鹅A","陆剑峰","总经理","3255400.0","男","中国","硕士","不详"
"000050.SZ","深天马A","孙永茂","总经理","2360000.0","男","中国","硕士","兰州大学||清华大学||中欧国际工商管理学院"
"000050.SZ","深天马A","屈桂锦","副总经理","1760000.0","女","中国","硕士","不详"
"000050.SZ","深天马A","王彬","总会计师","120000.0","女","中国","硕士","不详"
"000050.SZ","深天马A","陈冰峡","董事会秘书","609300.0","女","中国","硕士","不详"
"000050.SZ","深天马A","王磊","副总经理","","男","中国","硕士","不详"
"000050.SZ","深天马A","彭旭辉","副总经理","","男","中国","硕士","不详"
"000050.SZ","深天马A","成为","副总经理","","男","中国","本科","不详"
"000050.SZ","深天马A","朱燕林","副总经理","","男","中国","本科","不详"
"000050.SZ","深天马A","李撼","审计监察负责人","","男","中国","硕士","不详"
"000050.SZ","深天马A","胡茜","证券事务代表","","女","中国","本科","不详"
"000001.SZ","平安银行","项有志","首席财务官","","男","中国","博士","不详"
"000001.SZ","平安银行","胡跃飞","行长","4489000.0","男","中国","硕士","不详"
"000001.SZ","平安银行","吕旭光","证券事务代表","","男","中国","不详","不详"
"000001.SZ","平安银行","都江源","首席人力资源执行官","","男","中国","硕士","上海财经大学"
"000001.SZ","平安银行","周立","首席内控执行官","","男","中国","博士","南开大学"
"000001.SZ","平安银行","吴鹏","副行长","3794100.0","男","中国","博士","南京大学"
"000001.SZ","平安银行","张祐成","首席风险执行官","","男","中国","本科","香港大学"
"000001.SZ","平安银行","郭世邦","副行长","112600.0","男","中国","博士","不详"
"000001.SZ","平安银行","姚贵平","副行长","139800.0","男","中国","本科","不详"
"000001.SZ","平安银行","杨志群","副行长","","男","中国","博士","不详"
"000001.SZ","平安银行","周强","董事会秘书","2942900.0","男","中国","博士","南开大学"
"000159.SZ","国际实业","李润起","董事会秘书","378600.0","男","中国","硕士","不详"
"000159.SZ","国际实业","梁月林","副总经理","134000.0","男","中国","硕士","不详"
"000159.SZ","国际实业","王炜","副总经理","378600.0","男","中国","大专","不详"
"000159.SZ","国际实业","丁治平","总经理","1354200.0","男","中国","硕士","不详"
"000159.SZ","国际实业","顾君珍","证券事务代表","","女","中国","本科","不详"
"000159.SZ","国际实业","乔新霞","财务总监","388600.0","女","中国","硕士","不详"
"000159.SZ","国际实业","乔新霞","常务副总","388600.0","女","中国","硕士","不详"
"000498.SZ","山东路桥","王爱国","总会计师","516400.0","男","中国","本科","不详"
"000498.SZ","山东路桥","张保同","总经理","514500.0","男","中国","本科","不详"
"000498.SZ","山东路桥","管士广","副总经理","514900.0","男","中国","硕士","不详"
"000498.SZ","山东路桥","管士广","董事会秘书","514900.0","男","中国","硕士","不详"
"000498.SZ","山东路桥","田军祯","总工程师","507100.0","男","中国","本科","不详"
"000498.SZ","山东路桥","田军祯","副总经理","507100.0","男","中国","本科","不详"
"000498.SZ","山东路桥","林存友","副总经理","137600.0","男","中国","博士","不详"
"000498.SZ","山东路桥","李文佳","证券事务代表","","女","中国","硕士","不详"
"000498.SZ","山东路桥","姜福强","副总经理","","男","中国","硕士","不详"
"000498.SZ","山东路桥","王林洲","副总经理","","男","中国","硕士","不详"
"000498.SZ","山东路桥","王彦","总经济师","501600.0","男","中国","硕士","不详"
"000338.SZ","潍柴动力","谭旭光","首席执行官","0.0","男","中国","博士","不详"
"000338.SZ","潍柴动力","丁迎东","副总裁","1333100.0","男","中国","硕士","不详"
"000338.SZ","潍柴动力","徐新玉","运营总经理","1991800.0","男","中国","硕士","不详"
"000338.SZ","潍柴动力","徐新玉","执行总裁, 授权代表","1991800.0","男","中国","硕士","不详"
"000338.SZ","潍柴动力","佟德辉","副总裁","1303500.0","男","中国","博士","不详"
"000338.SZ","潍柴动力","冯刚","副总裁","1587900.0","男","中国","本科","不详"
"000338.SZ","潍柴动力","李绍华","副总裁","1251900.0","男","中国","本科","不详"
"000338.SZ","潍柴动力","任冰冰","副总裁","1222600.0","女","中国","硕士","不详"
"000338.SZ","潍柴动力","孙少军","技术总经理","2034400.0","男","中国","博士","不详"
"000338.SZ","潍柴动力","孙少军","执行总裁","2034400.0","男","中国","博士","不详"
"000338.SZ","潍柴动力","张泉","市场总经理","2041800.0","男","中国","硕士","不详"
"000338.SZ","潍柴动力","张泉","执行总裁","2041800.0","男","中国","硕士","不详"
"000338.SZ","潍柴动力","邝焜堂","公司秘书, 授权代表, 财务总监","1706300.0","男","中国","本科","不详"
"000338.SZ","潍柴动力","胡浩然","副总裁","1716100.0","男","美国","博士","美国俄亥俄州立大学||美国麻省理工学院"
"000338.SZ","潍柴动力","郝庆贵","董事会秘书","","男","中国","本科","不详"
"000338.SZ","潍柴动力","袁宏明","执行总裁","0.0","男","中国","本科","不详"
"000338.SZ","潍柴动力","严鉴铂","执行总裁","0.0","男","中国","硕士","不详"
"000338.SZ","潍柴动力","刘元强","副总裁","","男","中国","本科","不详"
"000338.SZ","潍柴动力","曹志月","副总裁","","女","中国","博士","不详"
"000338.SZ","潍柴动力","王丽","证券事务代表","","女","中国","硕士","不详"
"000338.SZ","潍柴动力","张纪元","副总裁","1545300.0","男","中国","硕士","不详"
"000008.SZ","神州高铁","陈英伟","内审部负责人","","男","中国","大专","不详"
"000008.SZ","神州高铁","王志刚","董事会秘书","663700.0","男","中国","硕士","不详"
"000008.SZ","神州高铁","郑洪磊","副总经理","","男","中国","本科","不详"
"000008.SZ","神州高铁","侯小婧","证券事务代表","","女","中国","硕士","不详"
"000008.SZ","神州高铁","钟岩","总经理","2120300.0","男","中国","硕士","不详"
"000008.SZ","神州高铁","李义明","副总经理","846500.0","男","中国","硕士","北京交通大学"
"000008.SZ","神州高铁","王守俊","财务总监","991900.0","男","中国","本科","不详"
"000008.SZ","神州高铁","王守俊","副总经理","991900.0","男","中国","本科","不详"
"000078.SZ","海王生物","刘占军","总裁","3217100.0","男","中国","博士","南开大学"
"000078.SZ","海王生物","沈大凯","财务总监","1392100.0","男","中国","硕士","洛阳工学院"
"000078.SZ","海王生物","沈大凯","董事局秘书","1392100.0","男","中国","硕士","洛阳工学院"
"000078.SZ","海王生物","谢德胜","证券事务代表","","男","中国","本科","不详"
"000415.SZ","渤海租赁","马伟华","首席执行官","740400.0","男","中国","硕士","不详"
"000415.SZ","渤海租赁","白晓宇","副总经理","804800.0","女","中国","硕士","不详"
"000415.SZ","渤海租赁","白晓宇","风控总监","804800.0","女","中国","硕士","不详"
"000415.SZ","渤海租赁","刘正伟","副总经理","","男","中国","硕士","不详"
"000415.SZ","渤海租赁","彭鹏","财务总监","","男","中国","本科","不详"
"000415.SZ","渤海租赁","王佳魏","证券事务代表","728800.0","男","中国","本科","不详"
"000415.SZ","渤海租赁","王景然","董事会秘书","518600.0","男","中国","硕士","不详"
"000415.SZ","渤海租赁","王景然","副总经理","518600.0","男","中国","硕士","不详"
"000059.SZ","华锦股份","徐力军","证券事务代表","","男","中国","不详","不详"
"000059.SZ","华锦股份","任勇强","总经理","1003000.0","男","中国","硕士","不详"
"000059.SZ","华锦股份","徐竹林","副总经理","944900.0","男","中国","本科","不详"
"000059.SZ","华锦股份","张世强","副总经理","928800.0","男","中国","本科","不详"
"000059.SZ","华锦股份","董成功","副总经理","931600.0","男","中国","硕士","不详"
"000059.SZ","华锦股份","孙世界","代董事会秘书","","男","中国","本科","不详"
"000059.SZ","华锦股份","孙世界","总会计师","","男","中国","本科","不详"
"000059.SZ","华锦股份","张宏伟","副总经理","","男","中国","本科","不详"
"000059.SZ","华锦股份","郁春晓","副总经理","","男","中国","本科","不详"
"000059.SZ","华锦股份","费建民","副总经理","","男","中国","本科","不详"
"000059.SZ","华锦股份","康启发","副总经理","","男","中国","博士","不详"
"000020.SZ","深华发A","李中秋","总经理","480000.0","男","中国","硕士","不详"
"000020.SZ","深华发A","唐敢于","副总经理","360000.0","女","中国","大专","不详"
"000020.SZ","深华发A","牛玉香","证券事务代表","","女","中国","本科","不详"
"000020.SZ","深华发A","杨斌","董事会秘书, 财务总监","300000.0","男","中国","硕士","不详"
"000032.SZ","深桑达A","吴建华","总法律顾问","477400.0","男","中国","硕士","不详"
"000032.SZ","深桑达A","徐效臣","总经理","729200.0","男","中国","硕士","不详"
"000032.SZ","深桑达A","李红梅","证券事务代表","","女","中国","硕士","不详"
"000032.SZ","深桑达A","李凤梅","审计部负责人","","女","中国","本科","不详"
"000032.SZ","深桑达A","吴佩芝","审计部负责人","","女","中国","本科","不详"
"000032.SZ","深桑达A","钟彦","董事会秘书","490700.0","女","中国","本科","中南财经政法大学"
"000032.SZ","深桑达A","何兵","总工程师","751400.0","男","中国","博士","不详"
"000032.SZ","深桑达A","赵泉勇","财务总监","449500.0","男","中国","硕士","不详"
"000049.SZ","德赛电池","王锋","董事会秘书","460700.0","男","中国","硕士","不详"
"000049.SZ","德赛电池","陈莉","财务总监","1058800.0","女","中国","本科","不详"
"000049.SZ","德赛电池","何文彬","总经理","785200.0","男","中国","本科","华南理工大学"
"000402.SZ","金融街","杨朝晖","总经理助理","","男","中国","硕士","不详"
"000402.SZ","金融街","张晓鹏","董事会秘书","3884188.0","男","中国","硕士","不详"
"000402.SZ","金融街","张晓鹏","副总经理","3884188.0","男","中国","硕士","不详"
"000402.SZ","金融街","傅英杰","总建筑师","3791865.0","男","中国","博士","不详"
"000402.SZ","金融街","傅英杰","副总经理","3791865.0","男","中国","博士","不详"
"000402.SZ","金融街","王志刚","副总经理","3704519.0","男","中国","硕士","不详"
"000402.SZ","金融街","毛学俊","总工程师","","男","中国","硕士","不详"
"000402.SZ","金融街","张梅华","财务总监","3725094.0","女","中国","硕士","不详"
"000402.SZ","金融街","郭齐放","人力资源总监","","女","中国","硕士","不详"
"000402.SZ","金融街","王文珂","总经理助理","","女","中国","本科","不详"
"000402.SZ","金融街","张萍","总经理助理","","女","中国","大专","不详"
"000402.SZ","金融街","任星","总经理助理","","男","中国","本科","不详"
"000402.SZ","金融街","范文","证券事务代表","","男","中国","硕士","不详"
"000402.SZ","金融街","李亮","副总经理","1992101.0","男","中国","硕士","不详"
"000402.SZ","金融街","吕洪斌","总经理","4748119.0","男","中国","本科","不详"
"000402.SZ","金融街","盛华平","常务副总经理","4443860.0","男","中国","本科","不详"
"000060.SZ","中金岭南","储虎","总会计师","3513900.0","男","中国","大专","不详"
"000060.SZ","中金岭南","储虎","副总裁","3513900.0","男","中国","大专","不详"
"000060.SZ","中金岭南","李夏林","总工程师","","男","中国","本科","不详"
"000060.SZ","中金岭南","刘渝华","证券事务代表","","男","中国","硕士","不详"
"000060.SZ","中金岭南","余中民","副总裁","3490100.0","男","中国","本科","不详"
"000060.SZ","中金岭南","郑金华","副总裁","2532600.0","男","中国","硕士","不详"
"000060.SZ","中金岭南","张木毅","总裁","","男","中国","硕士","不详"
